Nummer;Ländercode;Swiss Location ID;DiDok-Code;Prüfziffer;Bezeichnung Offiziell;Status Haltestellenname;Haltestellentyp;Type d'arrêt;Stop Type;Tipo di fermata;Bezeichnung Lang;Abkürzung;Betriebspunkt des Fahrplans;Bedienpunkt;Geschäftsorganisation Nummer;Geschäftsorganisation Abkürzung;Geschäftsorganisation Name;ISO-Ländercode;Typ reiner Betriebspunkt;Verkehrsmittel;Moyen de transport;Mezzi di trasporto;Means of Transport;Kanton;Gemeinde;Gemeindenummer BFS;Ortschaft;Swiss Business Organisation ID;BAV Kommentar;E-Koordinate;N-Koordinate;Höhe über Meer;Link auf Karte
72586;85;ch:1:sloid:72586;8572586;1;Niederweningen, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Niederweningen;91;Niederweningen;ch:1:sboid:100602;;2670144.0;1262695.0;446.0;47.511259512276624, 8.369780316436968
73168;85;ch:1:sloid:73168;8573168;7;Thalwil, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Thalwil;141;Thalwil;ch:1:sboid:100606;;2685202.0;1238947.0;435.0;47.29590864570437, 8.565123861000293
73330;85;ch:1:sloid:73330;8573330;3;Unterstammheim, Adler;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Stammheim;292;Unterstammheim;ch:1:sboid:100602;;2701572.0;1277424.0;444.0;47.63960198104919, 8.790283698878204
73186;85;ch:1:sloid:73186;8573186;9;Uerzlikon, Weid;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Kappel am Albis;6;Uerzlikon;ch:1:sboid:100602;;2680604.0;1230107.999;576.0;47.21699069625439, 8.502754525844862
73197;85;ch:1:sloid:73197;8573197;6;Kleinandelfingen, Dorf;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Kleinandelfingen;33;Kleinandelfingen;ch:1:sboid:100602;;2693588.0;1272836.0;366.0;47.599533352551425, 8.68308745651967
73229;85;ch:1:sloid:73229;8573229;7;Lufingen, Hintermarchlen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Lufingen;63;Lufingen;ch:1:sboid:100602;;2686775.0;1259625.0;464.0;47.48166603621192, 8.589929299211592
73234;85;ch:1:sloid:73234;8573234;7;Kloten, Hohrainli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Kloten;62;Kloten;ch:1:sboid:100575;;2686195.978;1257209.841;442.2;47.460022606598166, 8.581781302076635
73221;85;ch:1:sloid:73221;8573221;4;Embrach, Hard;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Embrach;56;Embrach;ch:1:sboid:100602;;2686373.0;1264182.0;416.0;47.52269970688824, 8.5854800496178
73233;85;ch:1:sloid:73233;8573233;9;Kloten, Kaserne Ost;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Kloten;62;Kloten;ch:1:sboid:100575;;2686081.974;1256915.836;438.6;47.45739352853144, 8.580212836948766
73238;85;ch:1:sloid:73238;8573238;8;Oberglatt ZH, Rietli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Oberglatt;92;Oberglatt ZH;ch:1:sboid:100602;;2681246.0;1258758.0;430.0;47.474575346070644, 8.516423665705522
73205;85;ch:1:sloid:73205;8573205;7;Zürich Flughafen, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Kloten;62;Kloten;ch:1:sboid:100575;;2684851.966;1256093.835;430.5;47.45016097561483, 8.563746861286903
73236;85;ch:1:sloid:73236;8573236;2;Oberglatt ZH, Mösli Hofstetten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Oberglatt;92;Oberglatt ZH;ch:1:sboid:100602;;2680340.0;1259270.0;430.0;47.47929111959261, 8.504498508971539
73230;85;ch:1:sloid:73230;8573230;5;Lufingen, Augwil;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Lufingen;63;Lufingen;ch:1:sboid:100602;;2686950.0;1259075.0;464.0;47.47669678092622, 8.592143549220463
73241;85;ch:1:sloid:73241;8573241;2;Rümlang, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Rümlang;97;Rümlang;ch:1:sboid:100575;;2682500.0;1256482.0;430.0;47.45395089712847, 8.53263603490657
73262;85;ch:1:sloid:73262;8573262;8;Niederglatt ZH,altes Schulhaus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Niederglatt;89;Niederglatt ZH;ch:1:sboid:100602;;2679853.0;1260808.0;424.0;47.49318183746479, 8.498313766608414
73261;85;ch:1:sloid:73261;8573261;0;Niederglatt ZH, Nöschikon;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Niederglatt;89;Niederglatt ZH;ch:1:sboid:100602;;2679600.0;1261050.0;424.0;47.49538884379609, 8.494999960708716
73255;85;ch:1:sloid:73255;8573255;2;Bülach, Hinterbirch;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bülach;53;Bülach;ch:1:sboid:100602;;2682111.0;1264053.0;428.0;47.52208600824484, 8.528873054624716
73269;85;ch:1:sloid:73269;8573269;3;Bachs, Milchhütte;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bachs;81;Bachs;ch:1:sboid:100602;;2675275.0;1264500.0;470.0;47.52692451649332, 8.438192117429761
73252;85;ch:1:sloid:73252;8573252;9;Stadel b. N., Musterplatz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Stadel;100;Stadel b. Niederglatt;ch:1:sboid:100602;;2677381.0;1265004.0;438.0;47.53121237939929, 8.466241973280217
73283;85;ch:1:sloid:73283;8573283;4;Sternenberg, Rossweid;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bauma;297;Sternenberg;ch:1:sboid:100602;;2711475.0;1249290.0;870.0;47.385005173991566, 8.914992786679925
73270;85;ch:1:sloid:73270;8573270;1;Bachs, Neu-Bachs;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bachs;81;Bachs;ch:1:sboid:100602;;2675529.0;1264430.0;474.0;47.52626585600395, 8.44155271428813
73272;85;ch:1:sloid:73272;8573272;7;Steinmaur, Heitlig;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Steinmaur;101;Steinmaur;ch:1:sboid:100602;;2676471.0;1262460.0;470.0;47.5084405329645, 8.453721550084543
73278;85;ch:1:sloid:73278;8573278;4;Bauma, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;838;VZO;Verkehrsbetriebe Zürichsee und Oberland;CH;;Bus;BUS;BUS;BUS;ZH;Bauma;297;Bauma;ch:1:sboid:100637;;2708775.0;1247400.0;639.0;47.368460332727516, 8.878782890512618
73571;85;ch:1:sloid:73571;8573571;2;Wädenswil, Oedischwend;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2691536.0;1231315.999;408.0;47.22643114726889, 8.647301964804656
73276;85;ch:1:sloid:73276;8573276;8;Dielsdorf, Wehntalerstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Dielsdorf;86;Dielsdorf;ch:1:sboid:100602;;2676475.0;1259650.0;429.0;47.48316931176959, 8.45329238256493
73574;85;ch:1:sloid:73574;8573574;6;Wädenswil, Gulmenmatt;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2692480.0;1231891.999;408.0;47.231479963633014, 8.659883243021852
73599;85;ch:1:sloid:73599;8573599;3;Wald ZH, Gemeindehaus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;838;VZO;Verkehrsbetriebe Zürichsee und Oberland;CH;;Bus;BUS;BUS;BUS;ZH;Wald (ZH);120;Wald ZH;ch:1:sboid:100637;;2711663.818;1237125.79;618.9;47.27558319401029, 8.914462770582379
73576;85;ch:1:sloid:73576;8573576;1;Wädenswil, Schwanen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2693287.95163;1231704.75771;416.0;47.22968240950825, 8.67051218147047
73582;85;ch:1:sloid:73582;8573582;9;Wädenswil, Chotten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2690385.0;1230697.999;408.0;47.22103156548429, 8.631982012537335
73580;85;ch:1:sloid:73580;8573580;3;Schönenberg ZH, Wolfbühl;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Schönenberg ZH;ch:1:sboid:100606;;2691981.0;1226624.999;715.0;47.184180351469465, 8.652219038026015
73647;85;ch:1:sloid:73647;8573647;0;Schmidrüti, Buchenenstock;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Turbenthal;228;Schmidrüti;ch:1:sboid:100602;;2711200.0;1252675.0;550.0;47.415491587864175, 8.912193480084039
73638;85;ch:1:sloid:73638;8573638;9;Wila, Talgarten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Wila;181;Wila;ch:1:sboid:100602;;2707975.0;1251850.0;569.0;47.408609515288894, 8.869267634355252
73659;85;ch:1:sloid:73659;8573659;5;Winterthur, Schulhaus Seen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2699699.0;1259990.0;439.0;47.48311587901763, 8.761452460663264
73665;85;ch:1:sloid:73665;8573665;2;Winterthur, Binzenloo;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2701657.0;1258852.0;439.0;47.4725824639463, 8.787167077837056
73675;85;ch:1:sloid:73675;8573675;1;Winterthur, Langwiesen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2693911.0;1263297.0;439.0;47.51370707129811, 8.685366433131174
73447;85;ch:1:sloid:73447;8573447;5;Uhwiesen, Rebhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Laufen-Uhwiesen;34;Uhwiesen;ch:1:sboid:100602;;2689592.0;1281020.0;450.0;47.67368497657454, 8.631614370795447
73683;85;ch:1:sloid:73683;8573683;5;Buch am Irchel, Sägerei;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Buch am Irchel;24;Buch am Irchel;ch:1:sboid:100602;;2689900.0;1267450.0;535.0;47.55161487230314, 8.63296476491757
73673;85;ch:1:sloid:73673;8573673;6;Winterthur, Blumenau;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2695928.997;1262593.799;431.4;47.507091939809925, 8.712000799269635
73445;85;ch:1:sloid:73445;8573445;9;Feuerthalen, Kirchstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Feuerthalen;27;Feuerthalen;ch:1:sboid:100602;;2689950.0;1282975.0;409.0;47.69121574067905, 8.63677820208408
73450;85;ch:1:sloid:73450;8573450;9;Feuerthalen, Lindenbuck;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Feuerthalen;27;Langwiesen;ch:1:sboid:100602;;2691247.0;1282313.0;409.0;47.6850835221068, 8.653915275921678
73680;85;ch:1:sloid:73680;8573680;1;Aesch (Neftenbach);Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Neftenbach;223;Aesch (Neftenbach);ch:1:sboid:100681;;2693550.0;1266422.0;435.8;47.541860664525245, 8.681231640396435
73688;85;ch:1:sloid:73688;8573688;4;Berg am Irchel;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Berg am Irchel;23;Berg am Irchel;ch:1:sboid:100602;;2687225.0;1269350.0;410.0;47.569061766173746, 8.597804885264944
73695;85;ch:1:sloid:73695;8573695;9;Unterohringen, Wisental;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Seuzach;227;Seuzach;ch:1:sboid:100602;;2695705.0;1265697.0;455.0;47.535030571345615, 8.709695199868824
73692;85;ch:1:sloid:73692;8573692;6;Winterthur, Bachtelstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2696765.0;1262841.0;439.0;47.50919238095642, 8.723149784729454
73693;85;ch:1:sloid:73693;8573693;4;Winterthur, Friedhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2696644.0;1263350.0;439.0;47.51378744375254, 8.72165431256186
73530;85;ch:1:sloid:73530;8573530;8;Russikon, Kirche;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Russikon;178;Russikon;ch:1:sboid:100602;;2700744.0;1250342.0;610.0;47.39619440527595, 8.773137972205467
73522;85;ch:1:sloid:73522;8573522;5;Turbenthal, Oberhofen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Turbenthal;228;Turbenthal;ch:1:sboid:100602;;2708624.0;1254708.0;592.0;47.43420362821362, 8.87855972102411
73508;85;ch:1:sloid:73508;8573508;4;Fehraltorf, Halden;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Fehraltorf;172;Fehraltorf;ch:1:sboid:100602;;2699766.0;1249108.0;531.0;47.385246007035576, 8.759910039963746
73550;85;ch:1:sloid:73550;8573550;6;Pfäffikon ZH, Hörnlistrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Pfäffikon;177;Pfäffikon ZH;ch:1:sboid:100602;;2701745.0;1247543.0;412.0;47.370869387097386, 8.785758658800429
73548;85;ch:1:sloid:73548;8573548;0;Bauma, Widen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bauma;297;Bauma;ch:1:sboid:100602;;2707800.0;1247575.0;639.0;47.37019430926979, 8.865919111069038
73566;85;ch:1:sloid:73566;8573566;2;Schönenberg ZH, Aesch;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Schönenberg ZH;ch:1:sboid:100606;;2689737.0;1228386.999;715.0;47.20033557674527, 8.622967273819086
73567;85;ch:1:sloid:73567;8573567;0;Schönenberg ZH, Neubad;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Schönenberg ZH;ch:1:sboid:100606;;2690744.0;1227681.999;715.0;47.19385758095926, 8.636113512963805
73555;85;ch:1:sloid:73555;8573555;5;Horgen, Bergli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Horgen;295;Horgen;ch:1:sboid:100606;;2687385.0;1234727.0;409.0;47.25767044818725, 8.593161397188709
73553;85;ch:1:sloid:73553;8573553;0;Horgen, Stocker;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Horgen;295;Horgen;ch:1:sboid:100606;;2687067.0;1235144.0;409.0;47.261462779003544, 8.589041336994754
73713;85;ch:1:sloid:73713;8573713;0;Wettswil a.A., Grund;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Wettswil am Albis;14;Wettswil;ch:1:sboid:100602;;2678275.0;1242850.0;562.0;47.331868808579024, 8.4742306405208
73729;85;ch:1:sloid:73729;8573729;6;Bonstetten, Isenbach;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bonstetten;3;Bonstetten;ch:1:sboid:100602;;2678111.0;1241060.0;550.0;47.31578968788923, 8.471749361912394
73724;85;ch:1:sloid:73724;8573724;7;Stallikon, Aegerten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Stallikon;13;Stallikon;ch:1:sboid:100602;;2679530.0;1241569.0;550.0;47.32019788456664, 8.490605562095508
73732;85;ch:1:sloid:73732;8573732;0;Aeugstertal, Müliberg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Aeugst am Albis;1;Aeugstertal;ch:1:sboid:100602;;2678675.0;1237225.0;700.0;47.28123195492412, 8.478536044511136
3782;85;ch:1:sloid:3782;8503782;0;Höri, Gemeindehaus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Höri;60;Höri;ch:1:sboid:100602;;2680725.0;1262475.0;418.0;47.50806676999974, 8.510186290419437
3785;85;ch:1:sloid:3785;8503785;3;Uster, Schlyffi;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;838;VZO;Verkehrsbetriebe Zürichsee und Oberland;CH;;Bus;BUS;BUS;BUS;ZH;Uster;198;Uster;ch:1:sboid:100637;;2695115.0;1244637.0;443.0;47.34572576414959, 8.697373943787108
3559;85;ch:1:sloid:3559;8503559;2;Hittnau, Hasel/Schönau;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Hittnau;173;Hittnau;ch:1:sboid:100602;;2705225.0;1248575.0;656.0;47.37960341432477, 8.832067980357273
3651;85;ch:1:sloid:3651;8503651;7;Zürich Bürkliplatz (See);Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;194;ZSG;Zürichsee-Schifffahrtsgesellschaft AG (ZSG);CH;;Schiff;BOAT;BOAT;BOAT;ZH;Zürich;261;Zürich;ch:1:sboid:100153;;2683268.895;1246675.835;405.9;47.36566457572449, 8.541004160909205
3671;85;ch:1:sloid:3671;8503671;5;Halbinsel Au;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;194;ZSG;Zürichsee-Schifffahrtsgesellschaft AG (ZSG);CH;;Schiff;BOAT;BOAT;BOAT;ZH;Wädenswil;293;Au ZH;ch:1:sboid:100153;;2691597.42525;1233984.14815;407.0;47.25041872435933, 8.648656170534075
3988;85;ch:1:sloid:3988;8503988;3;Freudwil, Im Dörfli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Uster;198;Freudwil;ch:1:sboid:100602;;2697961.0;1247966.0;546.0;47.37524689507527, 8.735759294901474
3854;85;ch:1:sloid:3854;8503854;7;Windlach, Kreuz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Stadel;100;Windlach;ch:1:sboid:100602;;2677775.0;1265825.0;413.0;47.53854911503611, 8.471617200896494
3862;85;ch:1:sloid:3862;8503862;0;Langnau a.A.,Schwerzi-Wildpark;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Langnau am Albis;136;Langnau am Albis;ch:1:sboid:100606;;2682796.0;1238001.0;478.0;47.28770696788521, 8.533142704111633
3866;85;ch:1:sloid:3866;8503866;1;Wädenswil, Winterberg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2691424.0;1232477.999;408.0;47.23689716487155, 8.646059393072395
3873;85;ch:1:sloid:3873;8503873;7;Wermatswil, Post;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Uster;198;Wermatswil;ch:1:sboid:100602;;2698779.0;1246521.0;560.0;47.36212984806705, 8.746269851245
3872;85;ch:1:sloid:3872;8503872;9;Uster, Reithalle;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;838;VZO;Verkehrsbetriebe Zürichsee und Oberland;CH;;Bus;BUS;BUS;BUS;ZH;Uster;198;Uster;ch:1:sboid:100637;;2697318.0;1245848.0;488.0;47.35629487498629, 8.726786266016472
3781;85;ch:1:sloid:3781;8503781;2;Bachenbülach, alte Post;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Bachenbülach;51;Bachenbülach;ch:1:sboid:100602;;2683425.0;1262200.0;428.0;47.50525656574736, 8.545970558625559
3567;85;ch:1:sloid:3567;8503567;5;Uster, Spital;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;838;VZO;Verkehrsbetriebe Zürichsee und Oberland;CH;;Bus;BUS;BUS;BUS;ZH;Uster;198;Uster;ch:1:sboid:100637;;2697074.0;1245572.0;464.0;47.35384876242835, 8.72349729156694
